Epoch: 1/200, Duration: 10.746s, Train Loss: 5.3342, Test Loss: 0.8446
Epoch: 36/200, Duration: 5.658s, Train Loss: 1.7044, Test Loss: 0.7034
Epoch: 37/200, Duration: 5.687s, Train Loss: 1.6458, Test Loss: 0.7630
Epoch: 38/200, Duration: 6.870s, Train Loss: 1.6241, Test Loss: 0.6491
Epoch: 39/200, Duration: 6.392s, Train Loss: 1.5521, Test Loss: 0.6184
Epoch: 40/200, Duration: 7.283s, Train Loss: 1.5098, Test Loss: 0.6094
Epoch: 41/200, Duration: 6.109s, Train Loss: 1.5294, Test Loss: 0.6309
Epoch: 42/200, Duration: 6.908s, Train Loss: 1.5012, Test Loss: 0.6721
Epoch: 43/200, Duration: 6.514s, Train Loss: 1.5944, Test Loss: 0.8947
Epoch: 44/200, Duration: 6.467s, Train Loss: 1.5841, Test Loss: 0.5953
Epoch: 45/200, Duration: 6.578s, Train Loss: 1.5218, Test Loss: 0.5831
Epoch: 46/200, Duration: 6.786s, Train Loss: 1.5202, Test Loss: 0.6990
Epoch: 47/200, Duration: 6.902s, Train Loss: 1.6263, Test Loss: 0.7262
Epoch: 48/200, Duration: 6.918s, Train Loss: 1.5608, Test Loss: 0.7208
Epoch: 49/200, Duration: 6.690s, Train Loss: 1.4959, Test Loss: 0.6529
Epoch: 50/200, Duration: 6.701s, Train Loss: 1.4163, Test Loss: 0.6564
Epoch: 51/200, Duration: 6.626s, Train Loss: 1.4901, Test Loss: 0.7629
Epoch: 52/200, Duration: 6.850s, Train Loss: 1.6481, Test Loss: 0.8258
Epoch: 53/200, Duration: 6.442s, Train Loss: 1.6091, Test Loss: 0.8020
Epoch: 54/200, Duration: 6.604s, Train Loss: 1.5460, Test Loss: 0.5871
Epoch: 55/200, Duration: 6.563s, Train Loss: 1.4123, Test Loss: 0.5410
Epoch: 56/200, Duration: 6.399s, Train Loss: 1.4454, Test Loss: 0.6167
Epoch: 57/200, Duration: 6.375s, Train Loss: 1.5726, Test Loss: 0.7109
Epoch: 58/200, Duration: 6.499s, Train Loss: 1.6128, Test Loss: 0.8131
Epoch: 59/200, Duration: 6.158s, Train Loss: 1.6244, Test Loss: 0.7513
Epoch: 60/200, Duration: 6.408s, Train Loss: 1.5158, Test Loss: 0.6142
Epoch: 61/200, Duration: 6.609s, Train Loss: 1.5022, Test Loss: 0.7034
Epoch: 62/200, Duration: 5.865s, Train Loss: 1.5354, Test Loss: 0.6799
Epoch: 63/200, Duration: 5.862s, Train Loss: 1.4827, Test Loss: 0.7143
Epoch: 64/200, Duration: 6.397s, Train Loss: 1.5177, Test Loss: 0.6761
Epoch: 65/200, Duration: 5.971s, Train Loss: 1.4833, Test Loss: 0.6412
Epoch: 66/200, Duration: 6.419s, Train Loss: 1.5366, Test Loss: 0.8565
Epoch: 67/200, Duration: 6.249s, Train Loss: 1.6655, Test Loss: 0.7900
Epoch: 68/200, Duration: 6.437s, Train Loss: 1.6785, Test Loss: 0.9135
Epoch: 69/200, Duration: 6.590s, Train Loss: 1.6773, Test Loss: 0.8589
Epoch: 70/200, Duration: 5.993s, Train Loss: 1.6667, Test Loss: 0.9430
Epoch: 71/200, Duration: 6.595s, Train Loss: 1.7465, Test Loss: 0.9249
Epoch: 72/200, Duration: 5.970s, Train Loss: 1.7824, Test Loss: 1.0966
Epoch: 73/200, Duration: 6.397s, Train Loss: 1.7732, Test Loss: 1.0958
Epoch: 74/200, Duration: 5.836s, Train Loss: 1.7287, Test Loss: 1.0503
Epoch: 75/200, Duration: 6.816s, Train Loss: 1.7588, Test Loss: 1.0082
Epoch: 76/200, Duration: 6.777s, Train Loss: 1.8932, Test Loss: 1.1079
Epoch: 77/200, Duration: 6.830s, Train Loss: 2.0483, Test Loss: 1.1833
Epoch: 78/200, Duration: 6.243s, Train Loss: 2.2829, Test Loss: 1.5477
Epoch: 79/200, Duration: 6.701s, Train Loss: 2.3535, Test Loss: 1.5435
Epoch: 80/200, Duration: 6.359s, Train Loss: 2.3471, Test Loss: 1.5941
Epoch: 81/200, Duration: 6.681s, Train Loss: 2.4434, Test Loss: 1.7860
Epoch: 82/200, Duration: 6.538s, Train Loss: 2.5453, Test Loss: 1.6737
Epoch: 83/200, Duration: 6.451s, Train Loss: 2.6005, Test Loss: 1.7622
Epoch: 84/200, Duration: 6.584s, Train Loss: 2.5129, Test Loss: 1.6804
Epoch: 85/200, Duration: 6.554s, Train Loss: 2.5379, Test Loss: 1.7609
Epoch: 86/200, Duration: 6.502s, Train Loss: 2.5384, Test Loss: 1.7217
Epoch: 87/200, Duration: 6.545s, Train Loss: 2.4977, Test Loss: 1.6302
Epoch: 88/200, Duration: 6.310s, Train Loss: 2.5534, Test Loss: 1.6805
Epoch: 89/200, Duration: 6.680s, Train Loss: 2.5451, Test Loss: 1.6955
Epoch: 90/200, Duration: 6.146s, Train Loss: 2.5301, Test Loss: 1.8134
Epoch: 91/200, Duration: 7.077s, Train Loss: 2.5539, Test Loss: 1.7703
Epoch: 92/200, Duration: 6.624s, Train Loss: 2.4895, Test Loss: 1.6421
Epoch: 93/200, Duration: 6.537s, Train Loss: 2.4055, Test Loss: 1.5468
Epoch: 94/200, Duration: 6.320s, Train Loss: 2.4653, Test Loss: 1.6435
Epoch: 95/200, Duration: 5.899s, Train Loss: 2.5180, Test Loss: 1.6484
Epoch: 96/200, Duration: 6.917s, Train Loss: 2.4418, Test Loss: 1.5319
Epoch: 97/200, Duration: 6.813s, Train Loss: 2.2843, Test Loss: 1.4602
Epoch: 98/200, Duration: 6.262s, Train Loss: 2.2267, Test Loss: 1.5029
Epoch: 99/200, Duration: 6.493s, Train Loss: 2.2612, Test Loss: 1.6247
Epoch: 100/200, Duration: 6.676s, Train Loss: 2.2369, Test Loss: 1.4990
Epoch: 101/200, Duration: 6.361s, Train Loss: 2.2202, Test Loss: 1.5676
Epoch: 102/200, Duration: 6.733s, Train Loss: 2.2177, Test Loss: 1.5265
Epoch: 103/200, Duration: 5.943s, Train Loss: 2.1866, Test Loss: 1.4972
Epoch: 104/200, Duration: 6.619s, Train Loss: 2.1818, Test Loss: 1.5074
Epoch: 105/200, Duration: 6.479s, Train Loss: 2.1175, Test Loss: 1.4716
Epoch: 106/200, Duration: 6.601s, Train Loss: 2.0219, Test Loss: 1.4246
Epoch: 107/200, Duration: 6.545s, Train Loss: 1.8595, Test Loss: 1.2210
Epoch: 108/200, Duration: 6.097s, Train Loss: 1.7523, Test Loss: 0.9321
Epoch: 109/200, Duration: 6.820s, Train Loss: 1.6693, Test Loss: 1.0385
Epoch: 110/200, Duration: 6.265s, Train Loss: 1.5973, Test Loss: 0.9253
Epoch: 111/200, Duration: 6.435s, Train Loss: 1.6059, Test Loss: 0.8719
Epoch: 112/200, Duration: 6.341s, Train Loss: 1.5882, Test Loss: 0.9082
Epoch: 113/200, Duration: 6.163s, Train Loss: 1.5819, Test Loss: 0.8747
Epoch: 114/200, Duration: 6.358s, Train Loss: 1.5588, Test Loss: 0.8169
Epoch: 115/200, Duration: 6.793s, Train Loss: 1.6188, Test Loss: 0.9169
Epoch: 116/200, Duration: 6.331s, Train Loss: 1.5380, Test Loss: 0.8457
Epoch: 117/200, Duration: 6.796s, Train Loss: 1.5791, Test Loss: 0.9471
Epoch: 118/200, Duration: 6.043s, Train Loss: 1.6041, Test Loss: 0.9657
Epoch: 119/200, Duration: 6.558s, Train Loss: 1.5745, Test Loss: 0.8768
Epoch: 120/200, Duration: 5.979s, Train Loss: 1.5748, Test Loss: 0.8482
Epoch: 121/200, Duration: 6.664s, Train Loss: 1.5902, Test Loss: 1.1433
Epoch: 122/200, Duration: 6.352s, Train Loss: 1.6766, Test Loss: 0.9081
Epoch: 123/200, Duration: 6.646s, Train Loss: 1.5946, Test Loss: 0.8505
Epoch: 124/200, Duration: 6.133s, Train Loss: 1.5948, Test Loss: 0.9745
Epoch: 125/200, Duration: 6.557s, Train Loss: 1.6407, Test Loss: 0.8654
Epoch: 126/200, Duration: 6.035s, Train Loss: 1.5778, Test Loss: 0.9022
Epoch: 127/200, Duration: 6.860s, Train Loss: 1.6342, Test Loss: 0.9497
Epoch: 128/200, Duration: 6.299s, Train Loss: 1.6642, Test Loss: 1.0488
Epoch: 129/200, Duration: 6.881s, Train Loss: 1.6675, Test Loss: 0.8979
Epoch: 130/200, Duration: 6.235s, Train Loss: 1.6388, Test Loss: 0.7879
Epoch: 131/200, Duration: 6.335s, Train Loss: 1.5527, Test Loss: 0.8842
Epoch: 132/200, Duration: 6.613s, Train Loss: 1.6010, Test Loss: 1.0584
Epoch: 133/200, Duration: 6.586s, Train Loss: 1.7499, Test Loss: 1.0782
Epoch: 134/200, Duration: 6.953s, Train Loss: 1.7592, Test Loss: 0.9722
Epoch: 135/200, Duration: 6.432s, Train Loss: 1.8157, Test Loss: 1.2415
Epoch: 136/200, Duration: 6.527s, Train Loss: 1.7793, Test Loss: 1.1179
Epoch: 137/200, Duration: 6.613s, Train Loss: 1.8885, Test Loss: 1.1349
Epoch: 138/200, Duration: 6.738s, Train Loss: 1.7642, Test Loss: 0.9689
Epoch: 139/200, Duration: 6.317s, Train Loss: 1.8374, Test Loss: 1.2050
Epoch: 140/200, Duration: 6.856s, Train Loss: 1.9181, Test Loss: 1.1096
Epoch: 141/200, Duration: 6.412s, Train Loss: 1.8039, Test Loss: 1.0909
Epoch: 142/200, Duration: 6.187s, Train Loss: 1.7930, Test Loss: 1.1546
Epoch: 143/200, Duration: 6.032s, Train Loss: 1.7597, Test Loss: 1.1533
Epoch: 144/200, Duration: 6.667s, Train Loss: 1.7023, Test Loss: 1.1052
Epoch: 145/200, Duration: 6.360s, Train Loss: 1.6729, Test Loss: 1.0690
Epoch: 146/200, Duration: 6.494s, Train Loss: 1.6898, Test Loss: 0.9576
Epoch: 147/200, Duration: 6.733s, Train Loss: 1.6797, Test Loss: 0.9243
Epoch: 148/200, Duration: 6.460s, Train Loss: 1.6209, Test Loss: 0.8827
Epoch: 149/200, Duration: 7.015s, Train Loss: 1.6204, Test Loss: 0.9848
Epoch: 150/200, Duration: 6.318s, Train Loss: 1.6332, Test Loss: 0.9293
Epoch: 151/200, Duration: 6.547s, Train Loss: 1.6341, Test Loss: 1.0244
Epoch: 152/200, Duration: 6.419s, Train Loss: 1.6092, Test Loss: 0.9794
Epoch: 153/200, Duration: 6.178s, Train Loss: 1.5381, Test Loss: 0.8319
Epoch: 154/200, Duration: 6.489s, Train Loss: 1.4991, Test Loss: 0.8537
Epoch: 155/200, Duration: 6.300s, Train Loss: 1.5179, Test Loss: 0.9222
Epoch: 156/200, Duration: 6.554s, Train Loss: 1.5494, Test Loss: 0.9271
Epoch: 157/200, Duration: 6.675s, Train Loss: 1.5412, Test Loss: 0.8415
Epoch: 158/200, Duration: 5.964s, Train Loss: 1.4900, Test Loss: 0.8391
Epoch: 159/200, Duration: 6.476s, Train Loss: 1.4873, Test Loss: 0.8780
Epoch: 160/200, Duration: 6.244s, Train Loss: 1.4604, Test Loss: 0.7257
Epoch: 161/200, Duration: 5.989s, Train Loss: 1.3904, Test Loss: 0.7329
Epoch: 162/200, Duration: 6.239s, Train Loss: 1.3541, Test Loss: 0.7340
Epoch: 163/200, Duration: 6.826s, Train Loss: 1.3623, Test Loss: 0.7355
Epoch: 164/200, Duration: 6.091s, Train Loss: 1.3396, Test Loss: 0.7460
Epoch: 165/200, Duration: 5.721s, Train Loss: 1.3160, Test Loss: 0.6485
Epoch: 166/200, Duration: 6.193s, Train Loss: 1.3030, Test Loss: 0.6506
Epoch: 167/200, Duration: 6.287s, Train Loss: 1.3111, Test Loss: 0.6168
Epoch: 168/200, Duration: 6.548s, Train Loss: 1.2668, Test Loss: 0.6939
Epoch: 169/200, Duration: 6.222s, Train Loss: 1.2827, Test Loss: 0.6061
Epoch: 170/200, Duration: 6.561s, Train Loss: 1.2639, Test Loss: 0.6210
Epoch: 171/200, Duration: 6.274s, Train Loss: 1.2302, Test Loss: 0.6385
Epoch: 172/200, Duration: 6.791s, Train Loss: 1.2232, Test Loss: 0.6130
Epoch: 173/200, Duration: 6.620s, Train Loss: 1.2081, Test Loss: 0.5892
Epoch: 174/200, Duration: 6.311s, Train Loss: 1.2177, Test Loss: 0.5658
Epoch: 175/200, Duration: 7.069s, Train Loss: 1.2041, Test Loss: 0.5605
Epoch: 176/200, Duration: 6.701s, Train Loss: 1.1787, Test Loss: 0.5801
Epoch: 177/200, Duration: 7.016s, Train Loss: 1.2346, Test Loss: 0.6396
Epoch: 178/200, Duration: 7.193s, Train Loss: 1.2891, Test Loss: 0.7323
Epoch: 179/200, Duration: 6.893s, Train Loss: 1.3267, Test Loss: 0.6963
Epoch: 180/200, Duration: 6.613s, Train Loss: 1.3027, Test Loss: 0.6574
Epoch: 181/200, Duration: 6.923s, Train Loss: 1.2761, Test Loss: 0.5996
Epoch: 182/200, Duration: 6.396s, Train Loss: 1.2761, Test Loss: 0.6782
Epoch: 183/200, Duration: 6.732s, Train Loss: 1.2919, Test Loss: 0.6407
Epoch: 184/200, Duration: 6.439s, Train Loss: 1.3124, Test Loss: 0.6719
Epoch: 185/200, Duration: 6.358s, Train Loss: 1.3143, Test Loss: 0.6598
Epoch: 186/200, Duration: 6.579s, Train Loss: 1.3313, Test Loss: 0.6924
Epoch: 187/200, Duration: 6.268s, Train Loss: 1.3046, Test Loss: 0.7923
Epoch: 188/200, Duration: 6.298s, Train Loss: 1.2984, Test Loss: 0.6342
Epoch: 189/200, Duration: 7.184s, Train Loss: 1.3021, Test Loss: 0.6723
Epoch: 190/200, Duration: 6.608s, Train Loss: 1.2937, Test Loss: 0.6402
Epoch: 191/200, Duration: 6.772s, Train Loss: 1.2832, Test Loss: 0.6368
Epoch: 192/200, Duration: 6.816s, Train Loss: 1.2431, Test Loss: 0.6088
Epoch: 193/200, Duration: 6.573s, Train Loss: 1.2719, Test Loss: 0.6849
Epoch: 194/200, Duration: 7.086s, Train Loss: 1.2584, Test Loss: 0.6679
Epoch: 195/200, Duration: 7.148s, Train Loss: 1.2357, Test Loss: 0.6800
Epoch: 196/200, Duration: 7.187s, Train Loss: 1.2586, Test Loss: 0.6386
Epoch: 197/200, Duration: 7.013s, Train Loss: 1.2503, Test Loss: 0.6600
Epoch: 198/200, Duration: 6.852s, Train Loss: 1.2656, Test Loss: 0.6885
Epoch: 199/200, Duration: 6.967s, Train Loss: 1.2764, Test Loss: 0.6669
Epoch: 200/200, Duration: 6.462s, Train Loss: 1.2755, Test Loss: 0.7258
Epoch: 1/100, Duration: 5.644s, Train Loss: 4.4510, Test Loss: 1.1580
Epoch: 2/100, Duration: 4.563s, Train Loss: 1.5509, Test Loss: 0.9459
Epoch: 3/100, Duration: 4.858s, Train Loss: 1.3421, Test Loss: 0.8402
Epoch: 4/100, Duration: 5.720s, Train Loss: 1.2780, Test Loss: 0.8149
Epoch: 5/100, Duration: 4.875s, Train Loss: 1.2249, Test Loss: 0.7877
Epoch: 6/100, Duration: 4.987s, Train Loss: 1.1912, Test Loss: 0.7479
Epoch: 7/100, Duration: 5.253s, Train Loss: 1.1688, Test Loss: 0.8068
Epoch: 8/100, Duration: 4.526s, Train Loss: 1.1544, Test Loss: 0.7592
Epoch: 9/100, Duration: 5.043s, Train Loss: 1.1514, Test Loss: 0.7687
Epoch: 10/100, Duration: 4.623s, Train Loss: 1.1241, Test Loss: 0.7601
Epoch: 11/100, Duration: 4.891s, Train Loss: 1.1104, Test Loss: 0.7044
Epoch: 12/100, Duration: 4.921s, Train Loss: 1.1021, Test Loss: 0.7036
Epoch: 13/100, Duration: 4.706s, Train Loss: 1.0869, Test Loss: 0.6780
Epoch: 14/100, Duration: 5.081s, Train Loss: 1.0632, Test Loss: 0.7397
Epoch: 15/100, Duration: 4.841s, Train Loss: 1.0182, Test Loss: 0.6828
Epoch: 16/100, Duration: 4.751s, Train Loss: 0.9997, Test Loss: 0.6731
Epoch: 17/100, Duration: 5.013s, Train Loss: 0.9835, Test Loss: 0.6681
Epoch: 18/100, Duration: 5.134s, Train Loss: 0.9670, Test Loss: 0.6757
Epoch: 19/100, Duration: 5.422s, Train Loss: 0.9575, Test Loss: 0.6630
Epoch: 20/100, Duration: 5.413s, Train Loss: 0.9491, Test Loss: 0.6615
Epoch: 21/100, Duration: 5.712s, Train Loss: 0.9394, Test Loss: 0.6515
Epoch: 22/100, Duration: 4.881s, Train Loss: 0.9346, Test Loss: 0.6743
Epoch: 23/100, Duration: 5.504s, Train Loss: 0.9298, Test Loss: 0.7221
Epoch: 24/100, Duration: 5.020s, Train Loss: 0.9181, Test Loss: 0.6153
Epoch: 25/100, Duration: 5.142s, Train Loss: 0.9157, Test Loss: 0.6659
Epoch: 26/100, Duration: 4.899s, Train Loss: 0.9140, Test Loss: 0.6409
Epoch: 27/100, Duration: 5.175s, Train Loss: 0.9026, Test Loss: 0.6318
Epoch: 28/100, Duration: 5.123s, Train Loss: 0.9008, Test Loss: 0.6788
Epoch: 29/100, Duration: 5.517s, Train Loss: 0.8903, Test Loss: 0.6177
Epoch: 30/100, Duration: 5.736s, Train Loss: 0.8722, Test Loss: 0.6043
Epoch: 31/100, Duration: 5.789s, Train Loss: 0.8746, Test Loss: 0.6253
Epoch: 32/100, Duration: 4.770s, Train Loss: 0.8638, Test Loss: 0.5846
Epoch: 33/100, Duration: 5.396s, Train Loss: 0.8679, Test Loss: 0.5949
Epoch: 34/100, Duration: 5.453s, Train Loss: 0.8576, Test Loss: 0.6060
Epoch: 35/100, Duration: 5.336s, Train Loss: 0.8565, Test Loss: 0.5981
Epoch: 36/100, Duration: 4.885s, Train Loss: 0.8538, Test Loss: 0.5974
Epoch: 37/100, Duration: 5.308s, Train Loss: 0.8545, Test Loss: 0.5721
Epoch: 38/100, Duration: 4.814s, Train Loss: 0.8511, Test Loss: 0.5931
Epoch: 39/100, Duration: 6.026s, Train Loss: 0.8503, Test Loss: 0.5883
Epoch: 40/100, Duration: 5.312s, Train Loss: 0.8443, Test Loss: 0.5903
Epoch: 41/100, Duration: 5.557s, Train Loss: 0.8384, Test Loss: 0.5615
Epoch: 42/100, Duration: 4.626s, Train Loss: 0.8398, Test Loss: 0.5759
Epoch: 43/100, Duration: 5.513s, Train Loss: 0.8321, Test Loss: 0.5517
Epoch: 44/100, Duration: 4.704s, Train Loss: 0.8324, Test Loss: 0.5619
Epoch: 45/100, Duration: 4.945s, Train Loss: 0.8251, Test Loss: 0.5443
Epoch: 46/100, Duration: 5.606s, Train Loss: 0.8273, Test Loss: 0.5674
Epoch: 47/100, Duration: 5.201s, Train Loss: 0.8209, Test Loss: 0.5515
Epoch: 48/100, Duration: 4.396s, Train Loss: 0.8144, Test Loss: 0.5670
Epoch: 49/100, Duration: 4.528s, Train Loss: 0.8223, Test Loss: 0.5583
Epoch: 50/100, Duration: 5.015s, Train Loss: 0.8090, Test Loss: 0.5434
Epoch: 51/100, Duration: 4.602s, Train Loss: 0.8144, Test Loss: 0.5382
Epoch: 52/100, Duration: 4.507s, Train Loss: 0.8148, Test Loss: 0.5642
Epoch: 53/100, Duration: 4.924s, Train Loss: 0.8099, Test Loss: 0.5405
Epoch: 54/100, Duration: 4.813s, Train Loss: 0.8107, Test Loss: 0.5445
Epoch: 55/100, Duration: 5.179s, Train Loss: 0.8125, Test Loss: 0.5508
Epoch: 56/100, Duration: 5.101s, Train Loss: 0.8001, Test Loss: 0.5343
Epoch: 57/100, Duration: 4.821s, Train Loss: 0.7972, Test Loss: 0.5458
Epoch: 58/100, Duration: 4.236s, Train Loss: 0.7937, Test Loss: 0.5352
Epoch: 59/100, Duration: 4.744s, Train Loss: 0.7939, Test Loss: 0.5302
Epoch: 60/100, Duration: 4.568s, Train Loss: 0.7927, Test Loss: 0.5507
Epoch: 61/100, Duration: 4.935s, Train Loss: 0.7930, Test Loss: 0.5328
Epoch: 62/100, Duration: 4.231s, Train Loss: 0.7878, Test Loss: 0.5196
Epoch: 63/100, Duration: 4.503s, Train Loss: 0.7948, Test Loss: 0.5310
Epoch: 64/100, Duration: 6.044s, Train Loss: 0.7890, Test Loss: 0.5323
Epoch: 65/100, Duration: 6.078s, Train Loss: 0.7916, Test Loss: 0.5376
Epoch: 66/100, Duration: 5.198s, Train Loss: 0.7867, Test Loss: 0.5223
Epoch: 67/100, Duration: 5.389s, Train Loss: 0.7895, Test Loss: 0.5382
Epoch: 68/100, Duration: 4.990s, Train Loss: 0.7909, Test Loss: 0.5293
Epoch: 69/100, Duration: 5.142s, Train Loss: 0.7804, Test Loss: 0.5226
Epoch: 70/100, Duration: 5.763s, Train Loss: 0.7913, Test Loss: 0.5466
Epoch: 71/100, Duration: 5.075s, Train Loss: 0.7795, Test Loss: 0.5294
Epoch: 72/100, Duration: 5.746s, Train Loss: 0.7743, Test Loss: 0.5155
Epoch: 73/100, Duration: 5.161s, Train Loss: 0.7784, Test Loss: 0.5246
Epoch: 74/100, Duration: 5.784s, Train Loss: 0.7764, Test Loss: 0.5161
Epoch: 75/100, Duration: 4.951s, Train Loss: 0.7690, Test Loss: 0.5230
Epoch: 76/100, Duration: 5.294s, Train Loss: 0.7787, Test Loss: 0.5382
Epoch: 77/100, Duration: 4.580s, Train Loss: 0.7793, Test Loss: 0.5170
Epoch: 78/100, Duration: 5.297s, Train Loss: 0.7742, Test Loss: 0.5243
Epoch: 79/100, Duration: 4.974s, Train Loss: 0.7810, Test Loss: 0.5182
Epoch: 80/100, Duration: 4.988s, Train Loss: 0.7757, Test Loss: 0.5251
Epoch: 81/100, Duration: 5.565s, Train Loss: 0.7707, Test Loss: 0.5174
Epoch: 82/100, Duration: 4.492s, Train Loss: 0.7733, Test Loss: 0.5131
Epoch: 83/100, Duration: 4.725s, Train Loss: 0.7727, Test Loss: 0.5171
Epoch: 84/100, Duration: 5.414s, Train Loss: 0.7729, Test Loss: 0.5145
Epoch: 85/100, Duration: 5.370s, Train Loss: 0.7730, Test Loss: 0.5148
Epoch: 86/100, Duration: 5.393s, Train Loss: 0.7667, Test Loss: 0.5203
Epoch: 87/100, Duration: 5.288s, Train Loss: 0.7719, Test Loss: 0.5108
Epoch: 88/100, Duration: 5.421s, Train Loss: 0.7600, Test Loss: 0.5131
Epoch: 89/100, Duration: 5.584s, Train Loss: 0.7704, Test Loss: 0.5109
Epoch: 90/100, Duration: 5.968s, Train Loss: 0.7670, Test Loss: 0.5205
Epoch: 91/100, Duration: 5.691s, Train Loss: 0.7647, Test Loss: 0.5106
Epoch: 92/100, Duration: 5.044s, Train Loss: 0.7641, Test Loss: 0.5030
Epoch: 93/100, Duration: 5.012s, Train Loss: 0.7665, Test Loss: 0.5137
Epoch: 94/100, Duration: 4.843s, Train Loss: 0.7602, Test Loss: 0.5009
Epoch: 95/100, Duration: 5.469s, Train Loss: 0.7672, Test Loss: 0.5310
Epoch: 96/100, Duration: 4.637s, Train Loss: 0.7662, Test Loss: 0.5140
Epoch: 97/100, Duration: 5.292s, Train Loss: 0.7575, Test Loss: 0.5050
Epoch: 98/100, Duration: 5.122s, Train Loss: 0.7613, Test Loss: 0.5151
Epoch: 99/100, Duration: 4.793s, Train Loss: 0.7667, Test Loss: 0.5079
Epoch: 100/100, Duration: 5.552s, Train Loss: 0.7542, Test Loss: 0.5108
Epoch: 1/100, Duration: 6.613s, Train Loss: 2.6086, Test Loss: 0.5930
Epoch: 2/100, Duration: 6.040s, Train Loss: 1.9108, Test Loss: 0.5275
Epoch: 3/100, Duration: 6.791s, Train Loss: 1.5710, Test Loss: 0.5388
Epoch: 4/100, Duration: 6.157s, Train Loss: 1.2931, Test Loss: 0.4479
Epoch: 5/100, Duration: 5.880s, Train Loss: 1.1140, Test Loss: 0.4476
Epoch: 6/100, Duration: 6.488s, Train Loss: 1.0273, Test Loss: 0.4689
Epoch: 7/100, Duration: 6.621s, Train Loss: 0.9442, Test Loss: 0.4446
Epoch: 8/100, Duration: 6.703s, Train Loss: 0.9400, Test Loss: 0.5290
Epoch: 9/100, Duration: 6.758s, Train Loss: 0.9221, Test Loss: 0.4895
Epoch: 10/100, Duration: 6.726s, Train Loss: 0.8767, Test Loss: 0.5347
Epoch: 11/100, Duration: 6.010s, Train Loss: 0.8704, Test Loss: 0.5311
Epoch: 12/100, Duration: 6.722s, Train Loss: 0.8454, Test Loss: 0.5043
Epoch: 13/100, Duration: 6.246s, Train Loss: 0.8273, Test Loss: 0.4937
Epoch: 14/100, Duration: 6.802s, Train Loss: 0.8209, Test Loss: 0.4989
Epoch: 15/100, Duration: 6.569s, Train Loss: 0.8085, Test Loss: 0.5152
Epoch: 16/100, Duration: 6.862s, Train Loss: 0.7933, Test Loss: 0.4922
Epoch: 17/100, Duration: 6.761s, Train Loss: 0.7826, Test Loss: 0.4662
